"cat_num","Latitude","Longitude","quality","link","num_syllables","freq_range_mm","middle_syl_height_mm","duration_mm","two_khz_mm","two_sec_mm","skip_notes","group_letter","group_members"
104691441,40.0587274,-82.2385293,2,"https://macaulaylibrary.org/asset/104691441","","","","","","","","",""
104461001,31.010598,-93.4009552,4,"https://macaulaylibrary.org/asset/104461001","","","","","","","","",""
103581271,42.4736796,-71.649313,1,"https://macaulaylibrary.org/asset/103581271","","","","","","","","",""
103524631,42.7015506,-86.1950397,4,"https://macaulaylibrary.org/asset/103524631","","","","","","","","",""
103238011,40.0046948,-88.6148643,4,"https://macaulaylibrary.org/asset/103238011","","","","","","","","",""
62895541,44.4349596,-83.6237562,3.5,"https://macaulaylibrary.org/asset/62895541","","","","","","","","",""
62522901,42.2831722,-76.6559494,4,"https://macaulaylibrary.org/asset/62522901","","","","","","","","",""
61632041,41.9024285,-86.5982959,2.5,"https://macaulaylibrary.org/asset/61632041","","","","","","","","",""
61131921,38.1053217,-87.4443698,3,"https://macaulaylibrary.org/asset/61131921","","","","","","","","",""
60322471,37.1524498,-75.9502029,3.33,"https://macaulaylibrary.org/asset/60322471","","","","","","","","",""
60164091,45.094325,-72.091,3,"https://macaulaylibrary.org/asset/60164091","","","","","","","","",""
34902511,43.5754609,-73.4089707,4.5,"https://macaulaylibrary.org/asset/34902511","","","","","","","","",""
139498,39.1145,-86.3978,3,"https://macaulaylibrary.org/asset/139498","","","","","","","","",""
30525701,42.7015506,-86.1950397,3,"https://macaulaylibrary.org/asset/30525701","","","","","","","","",""
30295171,36.5292038,-79.987993,2.5,"https://macaulaylibrary.org/asset/30295171","","","","","","","","",""
